id,created_at,lang,lang_polyglot,retweeted,hashtags,company,user_screen_name,tweet_norm,profile_norm,auto_for,auto_against,auto_neutral,stance,confidence
598006460912570368,2015-05-12 06:07:05+00:00,en,en,False,,bhp,ozmining,bhp billiton and beyondblue embark on mental health roadshow in the pilbara http://t.co/GMnZ9dHSK6,"am magazine provides an online space where the mining community can share ideas and upload news , products , company profiles and events information .",True,False,False,for,auto
952839802050682882,2018-01-15 09:48:06+00:00,en,en,False,"AusOpen,7SummerofNazis,7HeartsNazis",bhp,YaThinkN,"bhp @bhp you may be unaware your substantial slo_hash advertising is supporting a platform for the below ? slo_hash nazi , racist , convicted criminal , arsonist , violent & abuser of women í ½ í ¸ ¡ slo_hash https://t.co/7RSSaZJAmD","big fan of democracy , slo_hash equality & advocating for women's sport . angry about decimation of the nbn . fluent in twyponese í ½ í ¸ ",True,False,False,for,auto
970945547103125505,2018-03-06 08:53:52+00:00,en,en,False,,bhp,GavinCoote,bhp boss andrew mackenzie tells @abc730 there ’ s no good that would come out of a potential trade war following “ aggressive ” steel and aluminium tariffs proposed by donald trump,news reporter for @abcillawarra following stints in orange / broken hill / tamworth . also in the business of painting and skateboarding . views all mine,True,False,False,for,auto
750537454340440065,2016-07-06 03:50:48+00:00,en,en,False,,bhp,cnbsafe,great talk with apprentices @bhpbilliton olympic dam & @MEGTAustralia our future tradespeople & leaders . @WoodyTSB https://t.co/dUbDqgheCs,cnbsafe safety speakers offers workplaces something different . real life safety stories from real life accident victims or fatalities .,True,False,False,for,auto
984656864351633408,2018-04-13 04:57:45+00:00,en,en,False,,bhp,quinnkat2,"@beer4_beer very true , especially about leadership and vision . however , i think newcastle , after the closure of the bhp could be an example of rejuvenation - nonetheless this took sometime and the inner city is only just coming alive after almost 20 years of decline .","australian slo_hash professional . devout slo_hash  recent slo_hash . championing better partnership between industry , govt & sector . rt not endorsements",True,False,False,for,auto
974199960517328897,2018-03-15 08:25:45+00:00,en,en,False,,bhp,jkmccrann,@NRWNetwork @officeforwomen @WGEAgency @bhp @BCAcomau women are very good for business - the stats show it https://t.co/9nK5D24182,"' every passing minute is another chance to turn it all around ' cowardice is the most terrible of vices - red pill . ' plus ã § a change , plus c'est la mãªme chose '",True,False,False,for,auto
771620038688198656,2016-09-02 08:05:27+00:00,en,en,False,,bhp,AIEFoundation,i have become a strong independent woman connected to family & culture - aief - @bhpbilliton scholar jasmin at grad https://t.co/vHoXoVvQIC,"the australian indigenous education foundation ( aief ) provides scholarships at leading schools and unis , and supports pathways to productive , fulfilling careers",True,False,False,for,auto
605960246054428673,2015-06-03 04:52:35+00:00,en,en,False,,bhp,thebullcomau,"breaking news : lift innovation , don't cut iron ore : bhp : australia has to lift its performance on innovation a ... http://t.co/Hj04ldpdgZ","australia's leading independent stockmarket news , with all the latest from market experts , plus australia's no . 1 free stockmarket newsletter .",True,False,False,for,auto
829821826608091138,2017-02-09 22:38:35+00:00,en,en,False,,bhp,bhp,bhp billiton launches a shipping platform to buoy productivity https://t.co/joiYZadZox https://t.co/kLNAGBlwHq,a leading global resources company . our products are the essential building blocks of progress lifting the living standards of millions around the world .,True,False,False,for,auto
992212535418863616,2018-05-04 01:21:17+00:00,en,en,False,,bhp,wtuohy,"great to see @bhp continuing to lead the mining field on gender equality , not for the feel-good factor , but because its more diverse sites are 15 per cent more productive and also safer . now offering contractors a ' more women , more work ' incentive . https://t.co/hPhB3qNClo","herald sun journalist , columnist , arts writer . diversity & equality fan . does a bit of wireless & telly . hearts show tunes . facebook https://t.co/94FmccCrBu",True,False,False,for,auto
976196532662775808,2018-03-20 20:39:24+00:00,en,en,False,"TechSchools,jobsofthefuture",bhp,Vic_LeadSci,slo_hash @DETVic provide a pathway for industry to engage and inspire students as they acquire skills for slo_hash @DEDJTR @GSK_AU @MMIC_Melb @AgilentChem @ABBgroupnews @RioTinto @bhp @biomelb @BioMedVic @RoyalSocietyVic @exxonmobil https://t.co/LyKzjMAOsN,lead scientist - connecting science and technology into economic and education policy to add value for the community . ambassador for slo_hash slo_hash,True,False,False,for,auto
863186858204778496,2017-05-13 00:19:18+00:00,en,en,False,,bhp,ChristineMiddap,why gender equality is such a personal mission for edgar basto @bhpbilliton . great yarn by @PDGarvey https://t.co/tdmivh10bS,"editor , the weekend australian magazine . inside the weekend australian newspaper every saturday .",True,False,False,for,auto
600085589086482433,2015-05-17 23:48:48+00:00,en,en,False,appea2015,bhp,welchinperth,tim cutt bhp industry has and will continue to adjust to fluctuations in prices . innovation key . slo_hash,round ball fan.perth glory . ipswich town . socceroos . kids soccer coach . working interest in gas & lng markets .,True,False,False,for,auto
942409386831564800,2017-12-17 15:01:21+00:00,en,en,False,,bhp,biteszHQpop,which potential new marvel team-up are you most excited to see ? https://t.co/nqQ4bhpKKTâ … https://t.co/eTY4l3cCvw,we make all kinds of podcasts for all kinds of people . check out programs at our website ... mobile friendly . this is our pop culture news feed ...,True,False,False,for,auto
446440142015062017,2014-03-20 00:16:38+00:00,en,en,False,ausbiz,bhp,andrew_wielandt,@Filapek and don't forget potential buyback in slo_year $ bhp slo_hash,"finance guy on radio & tv . charming , good looking , delusional . loves long walks off short piers",True,False,False,for,auto
464233255760584704,2014-05-08 02:40:07+00:00,en,en,False,,bhp,philbritten,on tuesday i flew up to the bhp newman mine site and delivered a collaborative leadership seminar . … http://t.co/Wf0GBv7aL8,"speaker , author , entrepreneur",True,False,False,for,auto
336726045430525952,2013-05-21 06:11:59+00:00,en,en,False,nswmining,bhp,NSWMC,"congratulations to the team at bhp billiton illawarra coal's dendrobium mine , who took out the slo_hash health & safety innovation award",the official twitter account for the nsw minerals council .,True,False,False,for,auto
491530670523424769,2014-07-22 10:30:18+00:00,en,en,False,,bhp,ASXwatcher007,"evening all , asx moves today bluescope slo_cash up 20c , bhp slo_cash up 29c , ramsay healthcare slo_cash up 73c , sundance energy slo_cash 5 up 4c .",sharemarket watcher,True,False,False,for,auto
886865015772413953,2017-07-17 08:27:51+00:00,en,en,False,,bhp,getaminingjob,bhp iron ore | slo_year apprenticeship program | indigenous only - wa position this is an outstanding opportunity ... https://t.co/OCv8vAClJ4,"job board for the australian mining , oil and gas industries",True,False,False,for,auto
843347055384952833,2017-03-19 06:23:01+00:00,en,en,False,,bhp,alan_john_moran,bhp reinforces its green left leadership . more calls for renewables that cost shareholders ! gail kelly ’ s new role https://t.co/JqCBCFgrQe,"economist , deregulator , privatiser , favours low taxes , and small government . concerns : green radicals , protectionists , government planners , political operators",True,False,False,for,auto
905937898863828992,2017-09-07 23:36:41+00:00,en,en,False,wapol,bhp,JASprague,"the wa gov seemingly inspired by the bhp slogan , but prob not in the way they'd hoped . slo_hash https://t.co/tze0Uwl7dy via @FinancialReview",associate editor @FinancialReview . street talk reporter . west coast eagles cheerleader . perth ’ s biggest fan .,True,False,False,for,auto
745532597401321475,2016-06-22 08:23:17+00:00,in,en,False,style,bhp,SydBuy,rio tinto's revamp hints at potential slo_cash bln bhp billiton-style spinoff https://t.co/BulMheLnW3 slo_hash,,True,False,False,for,auto
954240734604873728,2018-01-19 06:34:54+00:00,en,en,False,ASX,bhp,WealthPP,"rio tinto dropped 1 % to slo_cash , bhp billiton declined 0.3 % to slo_cash and fortescue metals shed 0.4 % to slo_cash . in the healthcare sector , csl lifted 1.1 % to slo_cash , resmed rose 0.7 % to slo_cash and sonic health climbed 0.6 % to slo_cash . slo_hash",@WealthPP has a team of finanacial advisers helping clients australia-wide with ' the wpp way ' to secure . build . succeed . fpa . afa . mdrt . smsfa . slo_hash,True,False,False,for,auto
922992360124026880,2017-10-25 01:05:01+00:00,en,en,False,perthevents,bhp,CCI_WA,"join @CCI_WA for our lighthouse leadership series ft @FortescueNews ceo , nev power . full details here : https://t.co/9aNbHPVpv1 slo_hash https://t.co/YGD4xt5Mpc","the chamber of commerce and industry western australia ( cci ) is the state's peak business organisation representing 9,200 members .",True,False,False,for,auto
966209496556146689,2018-02-21 07:14:29+00:00,en,en,False,,bhp,WealthPP,"australian stocks inched higher on wednesday , as results-inspired gains in wesfarmers and many others just managed to overcome a sharp slide in bhp after the mining giant's first-half numbers disappointed . the benchmark s & p / asx 200 index added 2.8 points , or 0.1 % , to 5943.7 .",@WealthPP has a team of finanacial advisers helping clients australia-wide with ' the wpp way ' to secure . build . succeed . fpa . afa . mdrt . smsfa . slo_hash,True,False,False,for,auto
403339601898508288,2013-11-21 01:50:29+00:00,en,en,False,,bhp,CommSec,"plenty of annual meetings today : bhp , sonic healthcare , goodman group and paladin . ^ sd",keep up to date with the latest news and information on investment markets from australia's leading online broker . support can be reached at @CommSecSupport,True,False,False,for,auto
874347086036205568,2017-06-12 19:26:04+00:00,en,en,False,,bhp,getaminingjob,mt arthur coal apprenticeship program - slo_year intake bhp billiton - muswellbrook nsw we are seeking apprentices ... https://t.co/3WEt88VfkU,"job board for the australian mining , oil and gas industries",True,False,False,for,auto
795751556545056768,2016-11-07 22:15:30+00:00,en,en,False,"women,gender",bhp,kirstinferguson,. @bhpbilliton will hire for capability ( not experience in mining ) to get 50 % women https://t.co/1L2pRCumRr via @JoGrayBoss slo_hash slo_hash,board member @abctv & more • creator slo_hash • author slo_hash in bookstores sep slo_year • keynote speaker • mum to two amazing young women • phd •,True,False,False,for,auto
741027665449078784,2016-06-09 22:02:17+00:00,en,en,False,"brisbane,qld",bhp,BrissieLiveNews,bhp files paperwork for potential development of south flank deposit https://t.co/pH6F4QJbnV ( news ) slo_hash slo_hash,"live news feed from brisbane , queensland's largest news sources : brisbane times and courier mail .",True,False,False,for,auto
722223274868867074,2016-04-19 00:40:21+00:00,en,en,False,usanz16,bhp,USANZUrology,anxiety in acceptance : holmium laser prostate surgery for bhp innovations and new insights slo_hash https://t.co/Z7BT3EGkfm,the urological society of australia and new zealand ( usanz ) is the peak professional body for urological surgeons in australia and new zealand .,True,False,False,for,auto
795767885469597696,2016-11-07 23:20:23+00:00,en,en,False,,bhp,DeliaDentRoques,fifty percent female : bhp ’ s massive ambition for workplace gender diversity https://t.co/roQnaefMA6 via @WomensAgenda,"solutions advisor @DXC | helping slo_hash providers on slo_hash , slo_hash & slo_hash journey toward patient centred care | latin dance enthusiast",True,False,False,for,auto
746919633278533632,2016-06-26 04:14:52+00:00,en,en,False,,bhp,strikinggroup,bhp coal boss mike henry eyes slo_cash lift in productivity - the australian https://t.co/BjWIxjY0DK,project management consultant and founder of striking group . learn http://t.co/NbbGuAFJ3C download my free 40 book agile for business http://t.co/ZuhGRchU3R,True,False,False,for,auto
323951055845064704,2013-04-16 00:08:45+00:00,en,en,False,,bhp,ProfRayWills,"bhp 5 star @ancapcrashtests move right : car industry must keep up with safety , efficiency , not slow us down @RACWA http://t.co/fxSjzbjoNl","top 100 in global sustainability  polymath , futurist , speaker : biz , cities , climate , economy , energy , evs , new tech , renewables , sustainability  @FSS_Au prof uwa",True,False,False,for,auto
377213467373355008,2013-09-09 23:34:33+00:00,en,en,False,Morning,bhp,elmakids,gearing up for the women who lead meeting slo_hash-brain @ bhp billiton http://t.co/EPpv6ZDUtz,teaching our kids the techniques of ‘ being ’ in a world of ‘ doing ’,True,False,False,for,auto
796078316017119237,2016-11-08 19:53:55+00:00,en,en,False,,bhp,TasmanianIT,"itnews_au : bhp billiton creates maintenance innovation centre : split across three australian cities , but with glob … https://t.co/9Magr2qFJ2","enterprise it consulting in ehealth , project management and business analysis . tweets by founding director @SamBrodribb",True,False,False,for,auto
730216944599605248,2016-05-11 02:04:21+00:00,en,en,False,,bhp,CommSec,"bhp $ bhp "" “ we will continue to improve productivity , with a further usslo_cash of gains expected by end fy17 "" https://t.co/Bb1Exy4Qkp",keep up to date with the latest news and information on investment markets from australia's leading online broker . support can be reached at @CommSecSupport,True,False,False,for,auto
975574559758827521,2018-03-19 03:27:55+00:00,en,en,False,womeninleadership,bhp,jmussared,@COTASouthAus we ’ d love to see opportunities for older women to mentor and support emerging women leaders @ceda_news @YWCAAdelaide @SAPowerNetworks @kpmgaustralia @UniversitySA @bhp @StephenWadeMLC slo_hash,"ce cota sa , board member cirkidz and maggie beer foundation , wannabe softball player , mastercraft bookclubber , redundant but enthusiastic mum",True,False,False,for,auto
438263553586249728,2014-02-25 10:45:48+00:00,en,en,False,,bhp,ASXwatcher007,"evening all , asx moves today bhp slo_cash down 28 cents , ramsay healthcare slo_cash up slo_cash , beach slo_cash down 11 cents , qbe slo_cash up 62 cents .",sharemarket watcher,True,False,False,for,auto
337361224910139393,2013-05-23 00:15:58+00:00,en,en,False,,bhp,mass_44,brendon grylls tells bhp and the department of health to ' put up or shut up ' in relation to port hedland dust http://t.co/arRCOTO7CP,yinzer,True,False,False,for,auto
935279711030099968,2017-11-27 22:50:34+00:00,en,en,False,,bhp,amscotbroking,bhp billiton $ bhp targeting usslo_cashn in additional productivity gains over next 2 years and looking to expand olympic dam output,we are australia's cheapest online share trading service . high quality service with low rates and it's free to open an account . phone slo_year 308 305 .,True,False,False,for,auto
356539199442259969,2013-07-14 22:22:23+00:00,en,en,False,,bhp,mickystewart,at the melbourne business school with all the bhp grads from around australia for a week of leadership training . bring it on !,"mining & resources , health & fitness , adventure , surfing , travelling , yoga , leadership , entrepreneurship , social media , & ir",True,False,False,for,auto
720197747362516992,2016-04-13 10:31:38+00:00,en,en,False,,bhp,DaveDri,"@wjgerard @couriermail @Wyatt_MP where are the rest of us ? a lot of tech / innovation talent left peabody , bhp , rio , anglo , etc .",creator of @corilla . all about pm and ux and happy content teams . formerly @NUMAParis and @RedHat . back in brisbane for slo_hash .,True,False,False,for,auto
443137069469413376,2014-03-10 21:31:25+00:00,en,en,False,,bhp,minresources,bhp billiton drastically increase profit margins through targeted efficiency improvements and productivity gains http://t.co/KvdZ51C682,"keeping you updated with the latest news on all aspects of the minerals and resources industry . informa run a wide variety of mining , oil and gas events .",True,False,False,for,auto
986393954500403201,2018-04-18 00:00:19+00:00,en,en,False,,bhp,AdvanceQld,are you ready for your innovative ideas to attract investment ? registrations are still open for the gladstone money magnet masterclass tomorrow ! more info at https://t.co/BHp6MmHzpz https://t.co/2bOZtzLBrY,"the official account of the advance queensland initiative , the queensland government's innovation agenda . queensland is made for slo_hash . slo_hash",True,False,False,for,auto
798704339283886080,2016-11-16 01:48:48+00:00,en,en,False,"diversity,npc",bhp,kirstinferguson,. @bhpbilliton data shows that great slo_hash brings lower injury rates & higher productivity - @WGEADirector slo_hash,board member @abctv & more • creator slo_hash • author slo_hash in bookstores sep slo_year • keynote speaker • mum to two amazing young women • phd •,True,False,False,for,auto
986120835843928064,2018-04-17 05:55:03+00:00,en,en,False,,bhp,HotRubbleMining,"mechanical engineer - mine hoist wanted to provide management , leadership and coordination of activities within the hoisting maintenance team of the mine at bhp's olympic dam , https://t.co/yX3HBCPTEZ","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
410553542437396480,2013-12-10 23:36:06+00:00,en,en,False,,bhp,FayeLongmuir,mackenzie ’ s laser-like productivity focus tightens bhp operations http://t.co/SjqusJzWgo,financial planner & stockbroker - help clients meet their needs . views my own not my employers . no advice given . strong advocate for the hunger project,True,False,False,for,auto
976692656293081088,2018-03-22 05:30:49+00:00,en,en,False,,bhp,BillSparow1,"@SkyNewsAust @BOConnorMP slo_year bill shorten was 100 % on the money cutting the company income tax rate increases domestic productivity & domestic investment . more capital means higher productivity & economic growth and leads to more jobs & higher wages ps cut tax , funds will flow , bhp ’ s andrew mackenzie",pensioner,True,False,False,for,auto
867984910790795265,2017-05-26 06:05:03+00:00,en,en,False,,bhp,HotRubbleMining,"principal business process - technology role at bhp , investigate , propose & utilise innovation , tools & technology , https://t.co/tH26rcx3tN","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
935471018239582208,2017-11-28 11:30:45+00:00,en,en,False,,bhp,perthnow,bhp billiton expects to lower costs in its australian mining operations by a further 10 per cent and has forecast the division will deliver slo_cash in productivity gains . https://t.co/wb4rt9p9Rk,"perth and wa's most popular news website with the latest local , business , sport and entertainment stories .",True,False,False,for,auto
941553179979902976,2017-12-15 06:19:05+00:00,en,en,False,,bhp,Australiajobber,apprenticeship opportunities slo_year - northern operations and kwinana https://t.co/i91UmLJ4e2 bhp billiton locati ... https://t.co/38tdi7S4U8,,True,False,False,for,auto
450789409634258944,2014-04-01 00:19:05+00:00,en,en,False,,bhp,ozmining,higher productivity requires community support : bhp http://t.co/zpjaPugTmy,"am magazine provides an online space where the mining community can share ideas and upload news , products , company profiles and events information .",True,False,False,for,auto
828730191614586881,2017-02-06 22:20:49+00:00,en,en,False,"QMEA,BMA,skills,diversity,mining",bhp,QRCouncil,slo_hash ensures transition from school to site for slo_hash apprentices https://t.co/aP8JBMIACX slo_hash slo_hash slo_hash @bhpbilliton ( paywall ),the official twitter page of the queensland resources council,True,False,False,for,auto
910413436441563136,2017-09-20 08:00:52+00:00,en,en,False,"mining,ironore",bhp,AusBNOnline,. @bhp surges back to profit thanks to increased prices and improved productivity slo_hash slo_hash $ bhp https://t.co/xk7wCFarZN https://t.co/f0R5KBpngJ,"australian business network ( ausbn ) delivers news , analysis and information covering all aspects of australian business and commerce .",True,False,False,for,auto
689973281869451264,2016-01-21 00:50:24+00:00,en,en,False,,bhp,HotRubbleMining,in the news : mining : bhp ’ s laura tyler sees the light on gender equality https://t.co/tj2KcKK7w3,"http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
968352508178550786,2018-02-27 05:10:03+00:00,en,en,False,,bhp,HotRubbleMining,"lead planning & scheduling wanted to join bhp's project service group , manage , provide leadership & ensure oversight & governance for the planners / schedulers within the asset projects department , https://t.co/NRAxz2rxOL","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
925484894913830913,2017-10-31 22:09:28+00:00,en,en,False,,bhp,OneGreenStep,diane jurgens on technology as enabling safety and productivity @BHP @IMARC_Mining https://t.co/bIOQt1yhPr,"all views are 100 % my own , for official stuff see @bhpbilliton",True,False,False,for,auto
930189773821612033,2017-11-13 21:44:58+00:00,en,en,False,"inclusion,diversity",bhp,bhp,women in leadership : bhp featured among top australian companies leading the way in new report from @BCAcomau @WGEAgency & @McKinsey – see https://t.co/zrhy11qkQi for full details . slo_hash slo_hash https://t.co/8Tdknsamgx,a leading global resources company . our products are the essential building blocks of progress lifting the living standards of millions around the world .,True,False,False,for,auto
824068571894452224,2017-01-25 01:37:12+00:00,en,en,False,,bhp,OneGreenStep,cleve lightfoot on bhpb's innovation journey with kpmg's energise program @Evelc67 @bhpbilliton @KPMGEnergise https://t.co/CXVAd7foqo,"all views are 100 % my own , for official stuff see @bhpbilliton",True,False,False,for,auto
839235703850467328,2017-03-07 22:05:58+00:00,en,en,False,"IWD2017,BeBoldForChange",bhp,kirstinferguson,hearing from @bhpbilliton ceo now & his first words are acknowledging slo_hash & need for gender parity around the world slo_hash https://t.co/0OwVEeBvw0,board member @abctv & more • creator slo_hash • author slo_hash in bookstores sep slo_year • keynote speaker • mum to two amazing young women • phd •,True,False,False,for,auto
877350867250233344,2017-06-21 02:22:01+00:00,en,en,False,,bhp,Australiajobber,"bma coal apprenticeship program - slo_year intake https://t.co/9BOMDnaI1O bhp billiton location : qld au at bhp , ... https://t.co/G08xakoE0Y",,True,False,False,for,auto
833556958041034752,2017-02-20 06:00:40+00:00,en,en,False,,bhp,PilbaraRC,bhp billiton faces a tricky task to maintain its productivity after the mining giant ’ s expansion was put on hold . https://t.co/BXIjQJv9T6,"the pilbara regional council is focused on advancing the pilbara region of western australia , on behalf of its four local governments . check our facebook page .",True,False,False,for,auto
705226897253232640,2016-03-03 03:02:49+00:00,en,en,False,"BHP,Brazil",bhp,OxfamAustralia,"slo_hash must ensure people in slo_hash are not left worse off from this disaster , especially women & girls . they have suffered enough .",we believe all lives are equal and no-one should live in poverty . * rt is not always an endorsement,True,False,False,for,auto
837864434995449860,2017-03-04 03:17:02+00:00,en,en,False,,bhp,NAWO_Australia,be inspired by bhp billiton's membership as part of their 8 march iwd slo_year celebration ! download your toolkit here : https://t.co/s0gzl0VdtO https://t.co/7bqksnAmYi,national association of women in operations . our vision is for a world where women and men can be equally represented and valued at every level .,True,False,False,for,auto
976335552587812865,2018-03-21 05:51:49+00:00,en,en,False,womenatwork,bhp,WGEAgency,organisations need to use their own data to support the business case - bhp data showing sites with better gender balance were safer was behind the company ’ s goal of gender balance across the workforce slo_hash https://t.co/y1uoeAR495,the workplace gender equality agency is charged with promoting and improving gender equality in australian workplaces .,True,False,False,for,auto
837099227968753664,2017-03-02 00:36:23+00:00,en,en,False,"WA,CEO,paygap",bhp,mindthequitygap,thanks edgar basto slo_hash slo_hash for gender equity slo_hash transparency : measure & report @bhpbilliton @BankwestCurtin https://t.co/XM1vHHNiwI,driven to make a difference-lead with heart & head-idle mum of one-wife of none-hopeful steffi-love topics taboo-slo_hash-big believer wa can do better,True,False,False,for,auto
605963198097813504,2015-06-03 05:04:19+00:00,en,en,False,,bhp,AU_NewsWaver,"lift innovation , don't cut iron ore : bhp : australia has to lift its performance on innovation and education to beat … http://t.co/bTnoxudvn9",australia news / 5 tweets per hour / opinion exchanges,True,False,False,for,auto
430513227584110592,2014-02-04 01:28:46+00:00,en,en,False,bhpsea,bhp,JanineLMcIntosh,very impressive student projects at bhp billiton science and engineering awards . slo_hash prof megan clarke is an inspiration @CSIROnews,... mathematics educator and communicator ... wants more people to do more maths ... program director : choose maths - more women in mathematics @DiscoverAMSI,True,False,False,for,auto
409830807428026368,2013-12-08 23:44:13+00:00,en,en,False,,bhp,MiningJobsAU,mining graduate first woman in nsw to earn engineering certificate of competence : a 23 - year-old bhp billiton e ... http://t.co/o8EMYzcLfT,progressive global energy & natural resources is an international leader in the field of slo_hash & natural resources recruitment slo_hash slo_hash slo_hash slo_hash slo_hash,True,False,False,for,auto
971510303048450048,2018-03-07 22:18:00+00:00,en,en,False,"QLD,mining,WIMARQ",bhp,JulieEMcKay,congratulations to all the winners and finalists in the slo_hash resources council women in mining awards ! hard to believe we still have such low representation of women in slo_hash with these amazing women leading the way ! slo_hash @bhp @QRCouncil https://t.co/KadiSGVAdS,"gender equality advocate and commentator , gender advisor to cdf , chair of women's college , former ed of un women nc australia . all tweets are my own .",True,False,False,for,auto
717135998799450112,2016-04-04 23:45:20+00:00,en,en,False,,bhp,HotRubbleMining,"heavy diesel mechanic apprentices wanted for mining operations at olympic dam , bhp billiton site , view megt job ad https://t.co/TtH4Ii07pn","http://t.co/PhDjfD4R is a website dedicated to south australian mining careers , training and the development of workforce in sa",True,False,False,for,auto
601258757016915968,2015-05-21 05:30:33+00:00,en,en,False,Pilbara,bhp,PilbaraRC,bhp billiton has partnered with beyondblue to provide thousands of slo_hash employees with mental health resources . http://t.co/K1Efj3b3F6,"the pilbara regional council is focused on advancing the pilbara region of western australia , on behalf of its four local governments . check our facebook page .",True,False,False,for,auto
907152493796347904,2017-09-11 08:03:03+00:00,en,en,False,EndorsedEmployerforWomen,bhp,WORK180_ANZ,slo_hash @bhp ceo andrew mackenzie has set a goal of a gender balanced workforce . join bhp : https://t.co/uzC8ZhKkMV https://t.co/gE7ROsiDHz,best workplaces for women slo_hash slo_hash,True,False,False,for,auto
352032915372257281,2013-07-02 11:56:02+00:00,en,en,False,,bhp,OMarian,bhp says productivity not costing jobs : driverless trucks : yep mining is an exploitative industry isn't it ? http://t.co/yUfRksSQPE,a keen web editor and publisher . check out my blog .,True,False,False,for,auto
606711816102809600,2015-06-05 06:39:03+00:00,en,en,False,,bhp,350Australia,"@apatrickafr - amazed by - bhp's a mackenzie "" upside potential in solar is huge ... we've got to be realistic about the way the world is going ""","we're moving australia beyond fossil fuels . authorised by blair palese , https://t.co/PvZxwygbQd australia , 50 reservoir st , surry hills , sydney nsw , slo_year .",True,False,False,for,auto
931335077195378692,2017-11-17 01:36:00+00:00,en,en,False,,bhp,AnthonyDoWalker,bhp sees solar and wind potential for us legacy mines - australian mining https://t.co/uI4FALkZ7n,"software nut , gis , dad , integrator , surfer and photographer",True,False,False,for,auto
833508223156154369,2017-02-20 02:47:00+00:00,en,en,False,Mining,bhp,RivkinLive,australia's slo_hash sector - the fundamentals & potential opportunities for $ fmg $ sto $ bhp $ wpl $ rio https://t.co/wcABrPISxK,"we help investors & traders fund better lifestyles through local and global advice , dealing , fx , smsf admin & managed investment services . tweets not advice .",True,False,False,for,auto
879208074073915396,2017-06-26 05:21:54+00:00,en,en,False,"MikeHenry,BHP",bhp,NetworkingRyan,listening to slo_hash talking leadership from slo_hash @pcec,"white collar recruitment professional , public speaker , networking and business development specialist , published author ,",True,False,False,for,auto
958074536959737856,2018-01-29 20:29:04+00:00,en,en,False,,bhp,howitt_julia,"@suepillans @australian @CSIROnews @bhp @DCC_JOBS @WomenSciAUST @JessHinchy @waterlust @women4oceans @500womensci @Sharks4Kids @MarineScienceAU what you really need is an environmental chemist on your project ! ok , i admit , i swam with the whale sharks at ningaloo a few years ago and i just want an excuse to go back :-p","applying environmental and analytical chemistry from the alps to the ocean . senior lecturer in chemistry , charles sturt uni . opinions my own .",True,False,False,for,auto
508791788589432832,2014-09-08 01:39:49+00:00,en,en,False,"asx,smsf",bhp,GableMichael,""" healthcare stocks on the move "" $ rhc , $ shl , $ rmd , $ pry , $ csl , and a trade in $ bhp . http://t.co/g0i4f92Tyi slo_hash slo_hash","founder and managing director of @FairmontEquAU . expert commentator on @SkyBusiness & @CNBC . contributor to @FinancialReview , @ASX & @Finnewsnetwork .",True,False,False,for,auto
426150811630968832,2014-01-23 00:34:05+00:00,en,en,False,,bhp,MiningJobsAU,bhp teeters between volume and value : despite reporting volume and productivity gains for the six months to de ... http://t.co/lCMri6WPwh,progressive global energy & natural resources is an international leader in the field of slo_hash & natural resources recruitment slo_hash slo_hash slo_hash slo_hash slo_hash,True,False,False,for,auto
757462145617367040,2016-07-25 06:27:03+00:00,en,en,False,"Job,Australia,BHP,Queensland",bhp,CatchaJob_au,"slo_hash slo_hash slo_hash billiton health advisor peak downs and blackwater full time in slo_hash , https://t.co/VrTrE38hTp",catch a job australia ( http://t.co/r6W7FKrTFH ) - looking for your perfect job in australia ? discover thousands of hiring jobs all over the country !,True,False,False,for,auto
918325397862928384,2017-10-12 04:00:11+00:00,en,en,False,,bhp,mindthequitygap,"welcome to ceos for gender equity edgar basto . asset president western australia iron ore , bhp billiton iowa https://t.co/Ya87A7vR3H",driven to make a difference-lead with heart & head-idle mum of one-wife of none-hopeful steffi-love topics taboo-slo_hash-big believer wa can do better,True,False,False,for,auto
400848275604926464,2013-11-14 04:50:50+00:00,en,en,False,,bhp,WaterfallWay,w the right leadership business can do what the govt won't - bhp billiton's stroll towards oblivion http://t.co/0ZJ1YyB1kr via @BusinessSpec,"the road or drive from armidale to the coast near urunga , hijacked by an opportunistic bloke employed in a business with a similar name",True,False,False,for,auto
828773030641885184,2017-02-07 01:11:03+00:00,en,en,False,"STEMawards2017,brightfutute",bhp,questacon,another day of inspired passionate people 2 meet slo_hash @CSIROnews @ASTA_online @bhpbilliton slo_hash https://t.co/VF4Ra9aKD6,"questacon promotes greater understanding and awareness of science and technology within the community , and making that experience fun , interactive and relevant .",True,False,False,for,auto
719307781573066752,2016-04-10 23:35:13+00:00,en,en,False,,bhp,MEGTAustralia,congratulations ! our bhp billiton olympic dam apprentices went injury free for all of slo_year ! https://t.co/y0wi5RXWbb https://t.co/lux7PFALVy,"quality employment , training and education solutions .",True,False,False,for,auto
